ds,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),t,rh,ah,yhat,yhat_lower,yhat_upper
11/11/2004 13:00,2.8,1150,-200,13.6,1105,557,629,199,1450,1160,12.5,71.3,1.029,50.09,34.96,65.99
11/11/2004 14:00,3.9,1252,-200,18,1240,678,564,178,1614,1277,13.2,68.4,1.035,49.50,34.24,65.53
11/11/2004 15:00,3.4,1186,-200,14.3,1125,659,617,184,1493,1171,12.5,73.2,1.056,49.29,32.67,63.65
11/11/2004 16:00,3.2,1172,-200,13.7,1107,552,629,186,1449,1106,12.2,75.7,1.069,49.69,32.79,65.56
11/11/2004 17:00,2.8,1109,-200,11.2,1021,395,689,168,1361,1036,11.5,78.1,1.057,51.26,34.58,66.38
11/11/2004 18:00,3.9,1201,-200,16.5,1196,573,597,187,1546,1196,11.6,76,1.035,54.08,38.37,69.23
11/11/2004 19:00,3.5,1189,-200,16.1,1183,463,603,166,1534,1170,12,73.3,1.026,57.57,43.53,73.53
11/11/2004 20:00,4.7,1282,-200,20.6,1312,568,551,177,1671,1312,12.9,68.8,1.018,60.80,45.05,75.91
11/11/2004 21:00,4.6,1207,-200,16.8,1203,706,625,207,1570,1251,13.1,69.6,1.046,63.20,47.13,78.59
11/11/2004 22:00,1.2,904,-200,4.8,754,193,930,114,1172,805,12.3,73.4,1.049,64.90,48.00,79.82
11/11/2004 23:00,1.1,900,-200,4,711,151,975,84,1153,736,12.7,71,1.039,66.39,51.05,81.79
11/12/2004 0:00,1.2,932,-200,4.5,740,167,926,92,1180,774,12.9,69.9,1.037,67.96,52.88,83.46
11/12/2004 1:00,1.6,968,-200,5.4,785,239,872,111,1209,826,12.9,70.5,1.044,69.48,55.08,85.71
11/12/2004 2:00,0.7,827,-200,2.4,610,102,1092,71,1120,636,13.1,67.7,1.020,70.70,55.19,85.82
11/12/2004 3:00,0.4,789,-200,1.2,515,-200,1276,-200,1054,516,13.1,67.6,1.013,71.63,56.50,87.30
11/12/2004 4:00,-200,812,-200,1.6,549,55,1213,43,1079,531,13.8,64,1.004,72.56,57.92,88.56
11/12/2004 5:00,0.6,811,-200,1.7,559,71,1170,50,1085,558,13.7,64.4,1.004,73.57,58.26,88.84
11/12/2004 6:00,0.5,827,-200,1.7,560,79,1169,53,1087,565,13.9,63.8,1.008,74.14,58.73,88.49
11/12/2004 7:00,0.6,849,-200,2.3,604,117,1086,67,1108,604,14.1,64.5,1.029,73.25,58.50,89.04
11/12/2004 8:00,1.4,1001,-200,5.7,798,266,855,113,1257,794,14,66.1,1.049,70.15,54.95,86.45
11/12/2004 9:00,2,1021,-200,7.9,896,340,741,140,1314,907,14.2,66.4,1.067,65.11,48.66,79.87
11/12/2004 10:00,1.6,978,-200,6.4,831,257,807,116,1257,838,14.9,62.5,1.053,59.43,44.55,74.19
11/12/2004 11:00,1.6,996,-200,6.9,855,311,793,122,1277,884,16.3,58.4,1.073,54.67,38.42,71.08
11/12/2004 12:00,1.7,1014,-200,6.7,843,279,791,116,1297,866,16.9,56.5,1.080,51.66,34.79,66.67
11/12/2004 13:00,2,1061,-200,8.7,928,267,730,118,1366,909,17.4,55.8,1.098,50.19,34.36,66.42
11/12/2004 14:00,2.3,1092,-200,9.9,975,310,690,125,1418,990,17.4,57.3,1.133,49.52,33.95,65.06
11/12/2004 15:00,2.4,1129,-200,11.4,1028,352,661,126,1480,1050,17.7,55.5,1.113,49.21,32.88,64.34
11/12/2004 16:00,2.2,1077,-200,9.8,969,337,690,135,1405,1023,16.8,58.9,1.120,49.52,33.75,65.29
11/12/2004 17:00,2.6,1153,-200,12.9,1079,358,635,140,1496,1103,17,57.5,1.107,50.99,35.07,66.47
11/12/2004 18:00,4,1234,-200,16.6,1197,547,575,163,1597,1239,16.2,60.2,1.100,53.71,39.11,68.62
11/12/2004 19:00,5.2,1319,-200,20.8,1319,600,539,178,1735,1384,16.7,58,1.092,57.09,40.91,72.96
11/12/2004 20:00,3.9,1251,-200,18.8,1264,470,561,160,1677,1289,16.5,58.8,1.092,60.22,45.32,75.23
11/12/2004 21:00,3.8,1165,-200,12.6,1070,522,650,166,1467,1180,15.8,61.1,1.086,62.52,48.01,77.50
11/12/2004 22:00,1.6,954,-200,5.9,807,208,833,115,1243,855,15.7,60.8,1.077,64.12,49.96,80.45
11/12/2004 23:00,1.5,971,-200,6.1,818,205,828,107,1252,857,15.9,59.6,1.067,65.51,49.87,80.43
11/13/2004 0:00,1.6,961,-200,5,765,217,865,108,1212,811,15.6,60,1.059,66.98,51.07,81.83
11/13/2004 1:00,1.5,952,-200,4.9,758,216,876,111,1203,794,15.6,60.1,1.056,68.42,52.51,85.50
11/13/2004 2:00,1,875,-200,2.7,635,117,1037,75,1133,612,15.7,59.5,1.053,69.56,54.38,85.47
11/13/2004 3:00,0.8,891,-200,2.7,633,-200,1035,-200,1137,590,15.7,60.1,1.064,70.42,55.16,86.58
11/13/2004 4:00,1.3,1006,-200,5,765,174,848,88,1239,807,15.6,61.7,1.085,71.28,56.53,86.15
11/13/2004 5:00,1,907,-200,3.7,691,111,927,71,1173,702,15.8,59.9,1.069,72.23,56.29,87.84
11/13/2004 6:00,1,938,-200,3.8,702,147,904,75,1185,753,15.2,61.8,1.060,72.76,56.64,88.76
11/13/2004 7:00,0.9,925,-200,3.3,672,140,991,86,1154,709,16.1,55.4,1.009,71.83,56.32,86.78
11/13/2004 8:00,2.1,1157,-200,9.7,967,421,678,124,1365,1087,14.9,64.1,1.077,68.71,52.72,84.92
11/13/2004 9:00,2.1,1169,-200,10.7,1003,350,665,128,1409,1126,15.6,62,1.090,63.66,48.48,79.98
11/13/2004 10:00,3.1,1312,-200,14.7,1139,550,565,164,1568,1386,17.9,54.6,1.110,57.98,42.29,71.82
11/13/2004 11:00,3.8,1347,-200,17.6,1227,589,539,199,1627,1476,21.1,44.5,1.096,53.22,38.21,68.67
11/13/2004 12:00,3.7,1321,-200,17.5,1224,537,543,192,1617,1424,20.3,46.7,1.097,50.23,34.76,66.36
11/13/2004 13:00,3.6,1267,-200,14.1,1118,473,592,166,1503,1310,21.5,42.7,1.084,48.80,32.83,63.46
11/13/2004 14:00,3.3,1234,-200,12.1,1053,364,639,133,1476,1114,21.5,43.1,1.092,48.17,32.94,63.68
11/13/2004 15:00,2.1,1101,-200,9.2,947,270,699,118,1374,1029,21.5,43.4,1.097,47.92,31.62,64.24
11/13/2004 16:00,2.3,1149,-200,10.6,998,368,664,133,1434,1101,20.8,45.5,1.105,48.29,33.11,63.33
11/13/2004 17:00,2.1,1094,-200,9,941,318,695,128,1371,1040,19.2,49.6,1.089,49.82,33.81,66.61
11/13/2004 18:00,1.9,1056,-200,7.5,878,244,758,116,1308,856,18.3,51.6,1.073,52.63,36.91,67.44
11/13/2004 19:00,1.9,1030,-200,8,899,234,767,118,1275,836,17.7,51.5,1.036,56.10,41.21,70.81
11/13/2004 20:00,2.3,1075,-200,9.1,943,296,752,142,1305,894,17.2,51.5,1.002,59.31,43.99,75.01
11/13/2004 21:00,1.7,927,-200,4.7,748,205,888,113,1157,696,15.9,54.9,0.985,61.70,45.66,76.57
11/13/2004 22:00,0.8,793,-200,1.8,570,95,1143,59,1036,524,14,55.2,0.881,63.40,47.91,78.18
11/13/2004 23:00,0.8,796,-200,2.1,589,93,1136,52,1026,506,13.3,53,0.804,64.88,48.23,79.84
11/14/2004 0:00,0.8,780,-200,1.8,568,100,1190,57,997,453,11.9,55.5,0.771,66.45,51.61,80.94
11/14/2004 1:00,0.8,774,-200,1.8,569,100,1222,58,984,434,11.4,54.6,0.736,67.99,52.92,83.76
11/14/2004 2:00,0.6,718,-200,1,500,63,1401,44,914,373,10.4,53.7,0.675,69.22,53.66,85.46
11/14/2004 3:00,0.4,705,-200,0.8,478,-200,1546,-200,885,330,9.9,54.3,0.661,70.17,54.24,85.50
11/14/2004 4:00,0.3,689,-200,0.7,470,36,1643,26,863,305,9.8,51.3,0.623,71.11,55.53,86.48
11/14/2004 5:00,0.3,678,-200,0.4,427,24,1771,20,853,286,9.5,52.2,0.620,72.15,56.07,87.58
11/14/2004 6:00,0.2,655,-200,0.2,402,20,2077,17,814,268,10,45.7,0.560,72.74,57.36,88.21
11/14/2004 7:00,0.2,649,-200,0.2,397,25,2062,21,798,261,10.2,41.9,0.521,71.88,55.41,87.83
11/14/2004 8:00,0.3,647,-200,0.3,412,39,1964,29,779,274,10.6,36.1,0.462,68.81,52.32,84.53
11/14/2004 9:00,0.3,667,-200,0.4,429,57,1793,39,790,291,10.7,36,0.462,63.80,47.61,78.17
11/14/2004 10:00,0.4,669,-200,0.5,444,59,1664,41,791,304,10.8,35.4,0.458,58.15,43.79,73.43
11/14/2004 11:00,0.4,667,-200,0.6,455,65,1716,44,786,301,11.4,32.9,0.444,53.41,36.98,68.14
11/14/2004 12:00,0.6,705,-200,1.1,508,93,1494,54,820,329,12.4,32,0.458,50.43,36.06,66.42
11/14/2004 13:00,0.6,710,-200,1.2,523,112,1479,62,827,350,12.4,31.3,0.450,48.99,33.32,64.39
11/14/2004 14:00,0.6,713,-200,1.4,539,110,1593,62,829,380,12.2,31.8,0.451,48.34,33.44,63.41
11/14/2004 15:00,0.5,703,-200,1.1,512,81,2121,48,837,356,10.5,37.9,0.482,48.06,32.59,62.88
11/14/2004 16:00,0.6,738,-200,1.3,529,100,1991,59,876,383,9.6,44.2,0.529,48.40,32.30,64.03
11/14/2004 17:00,0.7,795,-200,1.8,569,109,1773,63,959,429,8.2,57.9,0.629,49.87,35.21,65.51
11/14/2004 18:00,1.4,861,-200,4.7,750,148,1481,78,1051,556,7.3,63.5,0.652,52.61,37.85,67.01
11/14/2004 19:00,1.2,836,-200,3,653,207,1798,99,978,537,8.4,55.7,0.616,56.01,40.50,72.21
11/14/2004 20:00,1.1,812,-200,3,652,210,1586,106,964,554,9.1,49.6,0.577,59.14,43.33,75.69
11/14/2004 21:00,1,771,-200,2.8,642,180,1678,97,915,518,10,41.4,0.510,61.44,46.18,77.33
11/14/2004 22:00,0.6,711,-200,1.6,556,109,1938,67,840,416,10.4,36.2,0.456,63.04,47.36,78.52
11/14/2004 23:00,0.8,741,-200,2.3,607,128,1312,73,865,433,11.3,32.3,0.433,64.42,50.27,79.21
11/15/2004 0:00,0.6,696,-200,1.3,532,96,1416,62,814,393,10.9,33.5,0.438,65.89,51.63,80.93
11/15/2004 1:00,0.5,692,-200,1.1,507,65,1483,44,811,353,10.6,34.9,0.446,67.31,52.22,82.49
11/15/2004 2:00,0.3,679,-200,0.6,449,42,1666,31,800,314,10.7,36.1,0.464,68.43,52.36,83.43
11/15/2004 3:00,0.2,676,-200,0.4,429,-200,1750,-200,803,296,11,37.3,0.488,69.26,53.73,84.64
11/15/2004 4:00,-200,681,-200,0.4,428,24,1768,21,817,297,10.7,39.2,0.505,70.09,54.23,85.53
11/15/2004 5:00,0.3,683,-200,0.4,426,28,1775,22,805,302,10.4,38.6,0.486,71.02,55.44,85.20
11/15/2004 6:00,0.4,704,-200,0.8,478,55,1498,41,821,348,10.4,37.4,0.472,71.51,57.44,86.18
11/15/2004 7:00,0.7,767,-200,2,588,181,1292,94,885,508,10.5,37,0.471,70.55,56.38,86.68
11/15/2004 8:00,2,964,-200,8.7,928,480,871,167,1130,936,10.7,37.9,0.487,67.38,51.92,83.05
11/15/2004 9:00,2.4,925,-200,8.6,923,442,841,162,1115,944,11.1,38.1,0.502,62.29,46.38,77.63
11/15/2004 10:00,1.8,883,-200,6.8,849,361,910,141,1053,843,12.6,36.6,0.531,56.57,42.15,72.51
11/15/2004 11:00,1.6,894,-200,6.2,820,288,932,127,1072,820,13.8,36.2,0.569,51.77,35.77,67.53
11/15/2004 12:00,1.7,881,-200,6.4,831,330,911,116,1074,793,13.4,37.1,0.568,48.74,33.92,63.56
11/15/2004 13:00,1.8,867,-200,6.7,842,300,909,104,1077,737,13.5,34.9,0.539,47.26,32.85,62.14
11/15/2004 14:00,1.7,856,-200,6.2,821,239,937,111,1043,718,13.7,32.2,0.503,46.59,30.80,61.78
11/15/2004 15:00,1.7,862,-200,6.7,843,265,930,114,1032,743,13.6,32.1,0.498,46.31,29.32,61.87
11/15/2004 16:00,1.7,891,-200,7.8,891,287,874,121,1077,848,13.5,31.8,0.488,46.65,31.72,62.41
11/15/2004 17:00,2.6,931,-200,11.5,1032,403,795,164,1098,991,13.5,27.9,0.429,48.15,32.47,64.31
11/15/2004 18:00,4,1025,-200,16.7,1202,515,691,194,1263,1191,12.7,28.9,0.423,50.93,36.52,66.83
11/15/2004 19:00,3.8,1029,-200,16.6,1198,446,694,175,1305,1169,12.6,30.2,0.438,54.38,38.30,69.02
11/15/2004 20:00,4,1038,-200,16.3,1190,501,685,180,1291,1167,12.3,32,0.455,57.58,42.78,73.28
11/15/2004 21:00,2.4,904,-200,8.6,924,355,846,147,1083,966,12,34.3,0.479,59.97,45.45,74.95
11/15/2004 22:00,1.4,844,-200,5.4,782,217,969,112,1003,796,11.6,37.3,0.510,61.67,45.86,77.53
11/15/2004 23:00,1.3,839,-200,4,711,180,1029,94,990,712,11.3,40.3,0.541,63.16,47.93,78.15
11/16/2004 0:00,1.3,844,-200,3.9,705,167,1035,91,986,701,11.3,41.8,0.561,64.76,49.41,79.25
11/16/2004 1:00,1,800,-200,2.8,641,126,1113,76,957,591,11.2,42,0.558,66.32,51.43,81.49
11/16/2004 2:00,0.8,786,-200,2.2,596,113,1178,73,937,609,11,42.6,0.560,67.59,51.76,83.04
11/16/2004 3:00,0.6,737,-200,0.9,492,-200,1391,-200,880,467,11.2,41.3,0.550,68.58,52.55,84.35
11/16/2004 4:00,0.4,732,-200,0.7,472,37,1461,32,866,391,11.1,40.8,0.540,69.58,54.90,85.68
11/16/2004 5:00,0.5,737,-200,0.7,468,50,1481,40,869,395,10.7,41.8,0.536,70.68,55.38,86.59
11/16/2004 6:00,0.5,778,-200,1.2,517,96,1330,63,890,510,10.2,43.6,0.541,71.35,54.79,87.75
11/16/2004 7:00,0.9,867,-200,3.3,669,271,1069,119,981,779,10.1,44,0.543,70.58,54.94,85.73
11/16/2004 8:00,3.5,1248,-200,16.6,1197,892,641,202,1405,1395,10.1,45.6,0.563,67.60,52.33,82.46
11/16/2004 9:00,5.2,1389,-200,26.3,1463,1071,518,222,1694,1706,11.3,43.9,0.587,62.69,47.95,78.09
11/16/2004 10:00,4.3,1184,-200,16.4,1193,839,626,212,1327,1479,14.5,33.8,0.554,57.15,41.58,72.36
11/16/2004 11:00,3.5,1160,-200,15.5,1165,713,655,219,1325,1403,17.5,26.4,0.523,52.54,37.31,68.49
11/16/2004 12:00,2.6,982,-200,10.7,1003,498,1037,189,1117,1072,17.2,22.4,0.435,49.68,34.46,65.33
11/16/2004 13:00,2.5,948,-200,11.1,1017,389,1065,147,1077,929,17.3,20.4,0.401,48.38,32.91,63.85
11/16/2004 14:00,2.8,1017,-200,11.7,1039,457,769,161,1149,1024,18.1,21,0.432,47.87,32.10,64.17
11/16/2004 15:00,2.2,985,-200,10.9,1011,425,779,148,1138,1010,17.9,22.3,0.454,47.74,32.48,62.99
11/16/2004 16:00,2.4,1017,-200,11.4,1029,483,768,148,1160,1046,17.6,23.7,0.473,48.22,32.92,63.81
11/16/2004 17:00,3.5,1121,-200,16.3,1190,604,673,188,1297,1264,16.7,25.9,0.489,49.85,34.58,66.40
11/16/2004 18:00,4.2,1129,-200,18.5,1255,648,634,206,1370,1365,14.8,29.6,0.497,52.75,38.07,67.61
11/16/2004 19:00,3.1,1101,-200,14.5,1134,427,683,168,1283,1281,13.6,34,0.525,56.30,40.38,70.78
11/16/2004 20:00,3.2,1182,-200,15.8,1175,461,637,171,1363,1463,13.4,40.4,0.618,59.59,44.12,76.11
11/16/2004 21:00,2.8,1144,-200,13.2,1091,436,671,171,1295,1388,11.8,44.3,0.612,62.05,46.02,77.03
11/16/2004 22:00,2.2,1046,-200,7.8,890,300,791,142,1109,1195,10.7,47.5,0.611,63.81,47.85,78.39
11/16/2004 23:00,1.8,990,-200,6.1,817,277,849,134,1071,1111,10.2,49.4,0.614,65.35,49.77,80.82
11/17/2004 0:00,1.7,974,-200,5,764,196,910,107,1029,992,9.5,51,0.605,66.96,52.17,82.85
11/17/2004 1:00,1.6,953,-200,5.3,778,277,885,121,1051,1019,7.7,57.9,0.611,68.53,52.78,84.34
11/17/2004 2:00,1.1,868,-200,2.9,647,131,1054,85,962,828,8.4,54.5,0.602,69.80,54.34,85.70
11/17/2004 3:00,0.8,833,-200,1.9,574,-200,1150,-200,930,752,7.9,55.4,0.593,70.76,56.51,85.23
11/17/2004 4:00,0.7,786,-200,1.2,522,97,1253,68,910,699,6.2,61,0.582,71.72,56.66,88.48
11/17/2004 5:00,0.8,834,-200,1.6,551,105,1193,69,917,719,6.8,58.6,0.581,72.77,58.03,88.47
11/17/2004 6:00,0.9,845,-200,2,583,138,1132,81,929,761,5.7,62.7,0.580,73.37,58.62,89.69
11/17/2004 7:00,1.2,929,-200,4,713,183,987,92,1002,830,5.9,62,0.581,72.52,58.61,87.24
11/17/2004 8:00,3.3,1234,-200,15.4,1161,664,629,200,1386,1318,6.3,61.7,0.593,69.45,53.40,85.76
11/17/2004 9:00,3.8,1270,-200,19,1267,611,565,201,1434,1482,7.5,58.8,0.612,64.44,48.43,80.14
11/17/2004 10:00,3.2,1241,-200,14.6,1135,600,622,213,1280,1474,11.4,45.4,0.611,58.79,43.68,74.94
11/17/2004 11:00,-200,1268,-200,16,1180,-200,593,-200,1323,1632,14.1,39.2,0.628,54.06,38.02,70.54
11/17/2004 12:00,3.2,1248,-200,14.4,1131,878,615,187,1296,1592,13.3,42.3,0.645,51.08,36.37,67.23
11/17/2004 13:00,4.2,1317,-200,19,1269,905,554,205,1446,1679,14.7,38.9,0.646,49.64,34.58,64.66
11/17/2004 14:00,4.3,1308,-200,20.3,1306,808,553,212,1471,1670,16.5,32.9,0.613,49.00,33.59,63.82
11/17/2004 15:00,4,1321,-200,19.5,1281,858,557,198,1442,1650,17.4,32.7,0.642,48.74,31.95,63.97
11/17/2004 16:00,4.1,1360,-200,21,1325,839,535,171,1513,1692,17.3,33.9,0.663,49.09,33.92,65.05
11/17/2004 17:00,7.8,1659,-200,35.9,1685,1290,423,272,1946,2155,16,41.5,0.748,50.59,34.77,65.83
11/17/2004 18:00,10.2,1802,-200,47.7,1924,748,356,192,2235,2452,13.7,52.8,0.824,53.36,38.44,67.90
11/17/2004 19:00,6.6,1549,-200,30.1,1553,1148,446,288,1796,2032,13,55.1,0.824,56.78,41.04,73.09
11/17/2004 20:00,4.3,1407,-200,22,1351,729,516,254,1557,1751,12.4,56.8,0.814,59.95,44.68,75.83
11/17/2004 21:00,4.9,1374,-200,19,1268,810,536,267,1531,1675,10.7,62.1,0.797,62.30,47.19,77.30
11/17/2004 22:00,2.6,1127,-200,9.2,948,427,703,198,1188,1312,10.5,61.1,0.776,63.95,49.31,79.70
11/17/2004 23:00,2.3,1096,-200,7.1,860,274,777,145,1131,1179,9.7,62.5,0.751,65.39,49.85,79.52
11/18/2004 0:00,2.7,1119,-200,8.2,908,387,735,167,1173,1197,8.8,65.5,0.744,66.92,51.72,81.66
11/18/2004 1:00,2.2,999,-200,5.1,771,235,864,127,1068,995,8.8,63.8,0.724,68.42,53.25,84.36
11/18/2004 2:00,2,987,-200,5.6,794,225,852,119,1106,971,8.5,65,0.722,69.62,54.56,84.90
11/18/2004 3:00,1.3,912,-200,3.5,685,-200,934,-200,1050,876,7.5,69.3,0.720,70.53,55.89,85.31
11/18/2004 4:00,1.2,893,-200,3.8,701,185,935,84,1045,844,6.4,74,0.713,71.45,56.15,86.52
11/18/2004 5:00,1.1,878,-200,3.6,687,212,964,89,1035,813,5.9,76.6,0.718,72.46,56.77,87.59
11/18/2004 6:00,1.4,996,-200,6.6,841,358,797,122,1127,1005,6.1,76.7,0.727,73.05,56.67,88.38
11/18/2004 7:00,2.1,1119,-200,9.9,974,531,710,162,1224,1170,6.8,74.5,0.742,72.18,56.59,87.36
11/18/2004 8:00,4.5,1407,-200,21.5,1339,992,531,225,1584,1533,7.7,72.5,0.767,69.11,53.44,84.70
11/18/2004 9:00,5.6,1503,-200,27.8,1498,1132,469,249,1749,1783,8.9,67.4,0.771,64.11,48.36,80.19
11/18/2004 10:00,5.6,1446,-200,22.9,1374,1195,499,282,1560,1818,11.4,58.3,0.787,58.48,43.06,73.84
11/18/2004 11:00,4.7,1416,-200,20.2,1302,1120,526,278,1471,1826,13.4,52.8,0.809,53.78,38.31,69.04
11/18/2004 12:00,4.2,1448,-200,19.7,1288,870,518,251,1506,1839,15.8,50.1,0.892,50.84,34.56,67.09
11/18/2004 13:00,3.6,1282,-200,13.8,1111,570,586,208,1455,1428,18.3,50,1.043,49.45,34.32,65.09
11/18/2004 14:00,3.2,1271,-200,15.3,1157,384,572,187,1483,1353,18.8,49.2,1.055,48.86,33.33,64.16
11/18/2004 15:00,3.1,1321,-200,15.9,1178,381,552,182,1539,1491,18.4,49.6,1.039,48.64,33.61,65.08
11/18/2004 16:00,3.8,1362,-200,17.4,1223,541,535,212,1597,1517,18.3,51,1.059,49.05,33.67,63.56
11/18/2004 17:00,3.9,1316,-200,17.6,1228,484,540,174,1610,1413,17.6,53.1,1.060,50.61,34.58,65.41
11/18/2004 18:00,4.6,1374,-200,20.4,1307,549,521,220,1709,1429,17.3,53.6,1.047,53.44,37.28,68.96
11/18/2004 19:00,4.9,1388,-200,22.6,1367,596,500,214,1722,1503,16.8,55.2,1.048,56.93,41.70,71.19
11/18/2004 20:00,5.4,1422,-200,25.1,1432,620,474,212,1852,1636,16.6,56.5,1.055,60.15,44.65,73.65
11/18/2004 21:00,4.3,1281,-200,17.2,1216,542,548,191,1604,1687,16.3,58.1,1.065,62.56,47.72,77.88
11/18/2004 22:00,3.1,1192,-200,11.7,1040,381,640,160,1441,1405,15.9,59,1.059,64.26,49.04,79.18
11/18/2004 23:00,2.5,1108,-200,9.2,945,270,692,130,1355,1199,15.9,59.4,1.063,65.74,50.72,81.55
11/19/2004 0:00,2.4,1071,-200,7.7,885,284,740,133,1298,1090,15.7,60.9,1.077,67.31,52.80,81.53
11/19/2004 1:00,1.9,999,-200,5.6,793,204,817,110,1242,898,16.1,59.5,1.081,68.84,53.64,84.84
11/19/2004 2:00,1.3,925,-200,3.3,670,93,940,65,1173,663,15.5,63.8,1.112,70.06,54.87,84.70
11/19/2004 3:00,1.2,886,-200,2.3,608,-200,1013,-200,1143,611,14.9,65.3,1.102,70.99,55.71,87.04
11/19/2004 4:00,1.1,888,-200,2.1,590,51,1009,41,1152,625,14.7,64.4,1.070,71.91,56.93,85.94
11/19/2004 5:00,0.9,863,-200,1.3,531,45,1097,36,1095,606,14.7,59.8,0.997,72.93,57.48,88.94
11/19/2004 6:00,1,870,-200,1.6,550,68,1126,45,1078,515,15.4,55.9,0.972,73.50,58.77,88.19
11/19/2004 7:00,1.6,1043,-200,5.3,776,198,800,98,1248,826,14.5,63,1.032,72.61,56.81,88.10
11/19/2004 8:00,4.8,1478,-200,20.5,1310,633,492,194,1775,1542,14.7,63.1,1.051,69.51,53.44,83.81
11/19/2004 9:00,5.9,1436,-200,22.7,1371,548,458,191,1808,1626,15.2,62.2,1.064,64.47,48.91,80.43
11/19/2004 10:00,5.6,1354,-200,16.7,1201,588,529,193,1593,1538,16.1,59.2,1.074,58.79,43.19,73.80
11/19/2004 11:00,3.5,1290,-200,13.8,1110,612,571,231,1512,1441,17,55.9,1.074,54.02,39.14,69.37
11/19/2004 12:00,2.8,1203,-200,11.8,1043,428,617,202,1470,1217,17.6,52.2,1.040,51.01,35.49,66.20
11/19/2004 13:00,3.6,1298,-200,15.2,1156,463,549,188,1582,1320,17.3,55.4,1.084,49.54,33.72,64.83
11/19/2004 14:00,4.8,1352,-200,17.9,1236,479,522,184,1659,1368,17.8,53.5,1.083,48.87,32.46,64.46
11/19/2004 15:00,5,1247,-200,14.8,1142,469,574,222,1547,1199,18.3,52.3,1.092,48.57,34.04,64.97
11/19/2004 16:00,5.6,1375,-200,18.3,1247,583,531,221,1650,1375,18.3,52.8,1.102,48.88,32.46,63.06
11/19/2004 17:00,7.5,1553,-200,24.4,1414,760,455,193,1851,1682,17.7,56.6,1.133,50.34,35.06,66.30
11/19/2004 18:00,7.2,1521,-200,25,1430,691,449,187,1907,1761,17.3,58.2,1.144,53.07,36.50,68.75
11/19/2004 19:00,8.3,1623,-200,29.8,1547,832,414,188,2040,1883,16.2,62.6,1.146,56.45,40.63,70.49
11/19/2004 20:00,8.6,1510,-200,27.9,1501,881,456,185,1901,1855,15.2,57.5,0.983,59.57,43.84,75.39
11/19/2004 21:00,4.3,837,-200,6.5,835,390,896,146,960,1078,14.2,27.7,0.445,61.88,46.32,78.76
11/19/2004 22:00,2.6,667,-200,3.6,689,207,1210,120,709,620,13.4,14.3,0.219,63.48,49.03,79.35
11/19/2004 23:00,2.6,695,-200,4,711,204,1193,110,739,645,12.8,14.8,0.218,64.86,49.02,80.85
11/20/2004 0:00,2.7,683,-200,3.6,686,243,1240,121,702,627,12.2,14,0.199,66.34,50.69,82.02
11/20/2004 1:00,2.7,695,-200,4,709,264,1236,126,717,645,12,14.5,0.203,67.78,52.38,82.95
11/20/2004 2:00,2.6,703,-200,3.5,685,215,1218,117,734,641,10.8,17,0.219,68.92,51.93,84.59
11/20/2004 3:00,2.4,698,-200,2.4,614,-200,1286,-200,718,591,10.4,19.2,0.242,69.77,54.15,86.16
11/20/2004 4:00,-200,714,-200,2.3,605,146,1278,94,738,594,9.7,22.5,0.270,70.63,54.55,85.53
11/20/2004 5:00,0.6,692,-200,1.5,546,92,1347,70,697,500,9,23.1,0.265,71.59,56.97,87.14
11/20/2004 6:00,0.7,729,-200,2.8,639,174,1234,96,773,628,8.7,24.7,0.279,72.12,57.13,87.10
11/20/2004 7:00,1.2,880,-200,6,812,294,928,136,954,1040,6.9,39.4,0.395,71.19,56.18,87.81
11/20/2004 8:00,2,974,-200,11.1,1019,412,769,177,1122,1159,6.3,44.8,0.431,68.07,51.64,83.64
11/20/2004 9:00,2.8,1086,-200,15.3,1157,573,674,214,1237,1330,7.2,43.2,0.442,63.02,46.16,80.32
11/20/2004 10:00,2.9,1087,-200,17.1,1213,661,668,243,1216,1402,11.9,27.9,0.388,57.33,43.11,72.61
11/20/2004 11:00,2.2,933,-200,10.3,990,555,849,192,956,1104,14.8,17.9,0.298,52.58,37.10,67.98
11/20/2004 12:00,1.6,852,-200,8.5,919,363,967,149,831,855,14.8,14.3,0.240,49.59,33.69,64.29
11/20/2004 13:00,1.5,882,-200,10.4,993,302,902,141,941,862,14.7,15.5,0.259,48.15,31.34,62.78
11/20/2004 14:00,1.9,888,-200,10.9,1009,340,866,137,937,973,14.7,16.6,0.276,47.53,31.63,62.16
11/20/2004 15:00,1.5,878,-200,10.6,1000,306,880,138,942,936,14.8,15.6,0.262,47.27,31.44,62.50
11/20/2004 16:00,1.8,892,-200,11.1,1018,377,879,149,931,1009,15.3,14.3,0.246,47.65,32.94,64.10
11/20/2004 17:00,3.4,1117,-200,21.1,1327,625,692,196,1302,1475,13.5,19.5,0.300,49.18,33.23,65.46
11/20/2004 18:00,4.6,1252,-200,22.3,1359,870,604,239,1380,1765,11.1,31.8,0.419,51.98,36.39,68.46
11/20/2004 19:00,1.6,1012,-200,10.6,999,421,785,164,1057,1329,10.2,33.4,0.414,55.45,39.94,73.04
11/20/2004 20:00,1.2,1025,-200,8.4,916,294,832,149,1018,1262,9.5,35.9,0.427,58.66,42.78,73.61
